lambda_0_0,lambda_0_1,lambda_0_2,lambda_0_3,lambda_0_4,lambda_0_5,lambda_0_6,lambda_0_7,lambda_0_8,lambda_0_9,lambda_0_10,lambda_1_0,lambda_1_1,lambda_1_2,lambda_1_3,lambda_1_4,lambda_1_5,lambda_1_6,lambda_1_7,lambda_1_8,lambda_1_9,lambda_1_10,lambda_2_0,lambda_2_1,lambda_2_2,lambda_2_3,lambda_2_4,lambda_2_5,lambda_2_6,lambda_2_7,lambda_2_8,lambda_2_9,lambda_2_10
-0.7499581757177194,0.4939486627506242,-0.796397985842618,-0.622434916549804,-0.5694691142225425,-0.5654946471272158,0.042050741892388555,-0.42777051561326895,-0.05265674891276273,0.842572755420901,-0.03019579198750022,-0.2640796345169367,0.43020827831880126,0.6713506148530304,-0.3277691826071827,0.976441267968639,-0.36160598186698634,0.7348293454498052,-0.9673519813360956,0.5126857799338069,-0.5319945200614835,-0.3527554467608156,-0.817884419605108,0.03403817304289203,-0.7463529053563418,-0.6012767087465734,-0.5824401683517559,0.9982911582744491,0.8981270371633125,-0.3865737967473293,-0.604743122291673,0.7171082078701418,-0.3908830897383422
0.28699496512279743,0.5880561648873595,0.0616336211313373,0.3563826087748012,0.5217183534085943,-0.5729646868384173,0.3970623338948105,-0.4821154090593718,-0.9541082442745497,-0.039534812207584924,-0.4296339218936087,0.9692506420091216,0.6618459993646086,0.7369457321224044,-0.9808203508177076,-0.1268484001293153,-0.30083364622270503,-0.596730889592697,0.4434953023367947,-0.360747319026991,-0.2898926299004838,0.6130414092102721,-0.2109468313994307,-0.67036983050875,0.18789444331537575,-0.4523495627382408,-0.14791369360119222,0.9652659209543948,-0.3845359052427306,-0.9465816646978245,-0.22127706044814865,0.23723199898561775,-0.8629800335303985
-0.6891188979897618,-0.5428447145697501,-0.4828450510802951,-0.39829680803048584,-0.5597369689560112,-0.6945658293385704,0.6873694769489684,-0.22352915437911758,-0.5749640965735008,0.8017632824794159,-0.40332407126140835,0.4952243741991684,-0.42048161522447813,0.5645279238512366,0.9772323372868106,-0.041366230189351816,-0.35019035753710526,0.39815936577451505,0.6018278664125354,0.8421816515169338,0.8471457151343893,0.39102709996257756,-0.2845793860993835,-0.6155491962076802,0.8892598442508499,0.8853361222163603,0.24124492959108057,0.76422794552119,0.6445808745799111,0.011405736390148968,0.9670237755062117,0.35035874224476116,0.7249091789348066
0.05282745116084708,-0.0006614343080448837,-0.37399382057554664,0.5358116789426965,0.3275642951043587,0.5986085533975971,0.053059962531455174,0.7815188271538969,-0.4153864570130006,0.67701047803211,-0.24372350137421606,0.2671975063651628,-0.8363584624160552,-0.22272299583369248,-0.7610847700627548,-0.6555452253026972,0.6017579638636918,0.12810123576114862,0.7653130167552185,-0.26343901440594375,0.6436151299128507,-0.9351681467538251,0.3515262525298395,0.6036762419053112,-0.6186734088548986,-0.3378254872753501,0.6615934469630111,-0.8949565006644908,-0.05734655717188253,0.41252028200176905,0.01811389494264759,-0.7208369429767818,0.34285760670529686
0.9368553283274543,0.6756499620240644,-0.33159701488303583,-0.09291258710212125,-0.21604077804357114,0.5877922620138061,-0.8307544035312442,0.5787525058669405,0.8102506466916812,-0.3126853784345911,0.3924315535020926,-0.6960626245500714,0.9839821047038835,0.39596460997158567,0.36546243328273786,0.9232819795482214,0.1945371219115537,-0.5668713839239707,0.5048063640386271,-0.8520917490543554,-0.14238039730714158,-0.7451859582286273,-0.9041902857622002,-0.006276080533612616,-0.6009953640231231,-0.5256039337897858,-0.7011994458267807,-0.7857583161910966,-0.7510931958895561,-0.4798041016121022,-0.9198872417287507,-0.1221445428031489,0.8289007152994274
-0.03887524150488941,0.68209711789607,0.885706819409593,-0.33940008935773314,-0.46269232857219156,0.4869391886054233,-0.8427244817558603,0.12992428421089586,0.8289993929753783,0.15347976927699425,-0.8162421589198732,0.04109009867405877,0.38528071685638277,-0.7313400950779425,-0.5215880422561918,0.6366929079480008,-0.7294433962827591,0.7916284493540244,-0.13367279690578715,-0.4059563488667792,-0.7656427103267422,0.5566622432905557,-0.10251368749508294,0.02105694082566223,0.8704815689740621,-0.22267459609790818,-0.37180936142930343,0.3588484725581318,0.8900870762559541,-0.9977260383938356,-0.669563400730931,-0.9043836193105443,-0.03150237787095489
-0.24599927617383233,0.30934206750760773,0.10094768632972628,0.4328001905173373,-0.7083518953908827,-0.5352648670505913,-0.06847931388048134,-0.5067127216631904,-0.6977768750065756,0.614155881477753,0.6588406510846669,-0.8874390089404147,-0.16275434977581726,-0.8193029841728876,0.45394183463695126,-0.5582484777829337,-0.9193677131470368,0.582708869607748,0.9040448193479653,0.649284483343221,0.6947860470867719,-0.34229036257353407,0.956816910132579,-0.96379997688487,0.9660704582629367,-0.5969321790570754,0.3061028113815354,-0.00633627031627193,0.6355547864797382,-0.3768954594340841,-0.36759760874509384,0.8064023906967448,-0.03903460476164855
-0.7054038463241781,-0.26141149650191386,0.35026644272615926,0.7907432798469634,-0.5811858286544458,0.6156535227799784,-0.6655027861397607,0.5460539137108507,0.05626401866176267,0.9335140755787144,-0.23294475800135506,-0.12811441926581657,-0.5837632465521179,0.5335485621676317,-0.34188940810404045,-0.46892722894909245,-0.10702160917205195,0.5173700721993779,0.6300912907980794,-0.06522339245501141,0.0718242872883661,-0.2165250148120057,-0.440807918152734,-0.002922880940175343,-0.2693792228816665,0.691248046662666,-0.5927542252117735,0.9435714520499916,-0.9467531224597321,0.08430062023983842,0.6755836774717858,0.6124336680917337,-0.4881909616377036
-0.107510257681106,-0.5201033276284535,0.9750288248439185,-0.05237862531743165,0.2138650758917071,0.4247219743121964,0.7066611540088299,0.7125621626732634,0.5992946979032512,-0.9644282429516027,-0.796520240546609,-0.0210030880491201,0.7438350543934706,-0.11962190264439965,-0.10455000048312812,-0.6791264384108437,0.09195729199230929,-0.1941610624639747,0.31034996242775303,0.8231887043586696,0.45205940359270635,0.6513038629070913,-0.5537526928161922,-0.3597748241500611,0.998934428638645,-0.4425942159942875,0.8303260228405787,-0.6871055454471451,-0.1604523206732935,-0.0017187106932374796,-0.7608726674507593,-0.3448880911197525,0.7888048727127019
0.645970667000964,-0.8875372935058143,-0.09319296453105208,0.06232200749818828,0.149660261413886,-0.42913581870665385,0.8195484644048587,0.50022381301542,0.4158531662213034,-0.5395948433290834,-0.6837249148811759,0.9244099459426369,-0.5669522785310608,0.6902748358461959,0.8154549465069822,-0.7272265718453204,-0.39288564767195466,-0.5003622815201136,-0.46482336346723496,-0.17302787840602085,-0.9518576371048739,-0.18779932662753285,0.750523701730883,-0.202674863015744,0.7576060480573648,-0.46755273968956756,0.3337383609724285,0.11348775719960447,0.759908125475885,0.14234852908282303,-0.4812906274046653,0.9072656540457822,0.5288315659106906
0.04682977578976932,-0.28598349710942617,0.9285514717318901,-0.04508431388051637,-0.8617083999844606,-0.606330231443386,0.25782710641959805,0.13670210465294597,0.9866759856293541,0.35437344250046654,0.950896684967351,-0.5653235127259035,-0.8832393943502335,-0.34068209705726016,-0.273584164274457,0.3076546567648333,-0.09853156384612394,-0.7694962376485757,-0.16686226513656965,0.7279848787828391,-0.513235451880862,0.27933083275582815,0.5886512609862469,0.30203594406745826,-0.23657498962496737,0.0710931720665342,-0.21673942360849296,-0.8665031351283905,0.3400832023122644,0.8715705998361125,0.06463617928543153,-0.6556505559852281,0.5614594233396226
0.4518885507081103,-0.5948682806996495,0.0027801636272257735,-0.5321417544409939,0.31132239911651927,0.5724752438035388,-0.41467722896790526,-0.9719806939698881,0.9969153675001965,-0.6146357713762935,-0.08348438952334969,-0.059434607536501094,0.6792467421832571,-0.5319516604789729,0.9096710174056959,-0.4281809871370559,0.5138753200929536,0.4685084360353635,-0.2607510477562338,0.6514751842915636,-0.8013610963224733,0.8072308894573554,-0.5975711585586589,0.3638591527341486,0.9205196937113307,0.9286927833763887,0.3537967632077377,0.794619197548349,-0.7700347537714516,-0.0980681597815467,-0.22979756107062932,-0.2680202169228243,-0.793305132951087
-0.737798687063469,0.3468293793445709,-0.6552398156041028,-0.07541388206955824,0.4504336891160956,-0.5807754640759601,-0.7868192093067603,0.7980534296802508,0.06605302641147093,-0.715172166144721,-0.7670859929565945,0.11715464170472845,-0.6376148988648609,-0.37294430636621034,0.5599581958736597,0.9164576512960789,0.7314215740596155,-0.7245186752861663,-0.7290500226276835,-0.5008586440577134,0.9853751949957648,-0.9929911206952302,0.23929160363953028,-0.0621844146595909,-0.6805665347186112,0.4196280722897534,0.8468905293571456,0.01886616080341552,-0.9556568947020323,0.08901128556084559,0.8226776334351111,-0.24974665159467624,0.7643579482083371
0.19775890260090256,-0.3228900896837803,-0.6928608701418288,-0.7319644250575306,-0.8502538068904686,0.6058346295552441,-0.17938844387379294,-0.8735458316326143,0.36946955834098594,-0.2925488567145462,0.6329140509065092,0.219152357452449,-0.926132800098892,0.39686974577839784,-0.483619236994955,-0.6658746756360758,0.11583001977657559,0.03987109864701188,-0.9679393610302436,-0.6891992928053225,0.9795590265285383,-0.8260652267706918,0.43823612195666817,-0.0006610227849470629,-0.6063948918756106,-0.07406465315613442,-0.772203892145269,0.12342713212831491,0.10836799699535837,0.7213884264784887,-0.8728980748099313,0.7989450667108198,-0.32331031874211824
0.46760405722772913,-0.574598063244514,-0.9976408417406659,0.678906597162273,0.3403161363398317,0.5051126672760846,-0.9236318370817971,-0.03523225330206392,-0.3519756047504907,-0.2356265521718719,0.007987043153033557,0.4794492485882642,-0.6741321939182614,-0.3258539155839488,0.8552498116123055,0.2409445635364078,0.4804396942927973,-0.5955203911557578,-0.7379108648253205,-0.20588789517585981,0.8769142760147937,0.6771328905642586,-0.4138762750465552,-0.362755446274281,-0.6469456803986657,-0.8029467002549571,0.46467289763824593,-0.17018591504442782,-0.39081560503945667,-0.1330289540240126,0.0063823243353311465,0.6596103224242023,0.27415796403659365
0.6750786986590982,-0.9516053671432609,0.2748846237295328,0.22354645415626462,-0.7784508942921322,-0.9785590859847426,0.10789204149016474,0.4609443849999315,0.08048566172383453,-0.49421601814458405,-0.07309803901814593,0.5819732138678935,0.20388922693556077,0.7102656100844267,-0.3766045096716999,-0.17895357446240756,0.14655883864782338,-0.6679110998429956,0.13312302853065905,-0.2209071023980398,0.2632675794125723,-0.6742286454372799,-0.06908843946195442,0.6314524763977958,0.14149544790932245,-0.5864775594977754,0.6978260542624399,-0.5698369589186025,0.5215271212258072,0.6160326063984571,0.5550508221953463,-0.20358797606928825,0.2524525679500147
0.4979628485023082,-0.0019568563892269353,0.8321582112539347,-0.21307005925951383,-0.7301936256064752,0.7778324282996059,-0.6250349959306032,-0.7403651830938007,0.46481384471942344,0.37477185916402367,0.9271132271466223,-0.5497217967644406,0.8677221949979286,0.08381539861281762,-0.6278080248368838,0.4950014738914412,-0.6376304151190404,-0.01818436853691452,-0.20092779972441233,-0.34432176875993115,0.3348014590500006,0.262670002486203,-0.6650394451319899,0.03807999827920505,-0.6790090409025968,-0.5097806694216722,-0.17497985398844018,0.06102033385748129,-0.009841981559895574,0.06441795527177008,-0.9946457247334619,-0.8959241877968738,-0.3584562135111886
-0.5103267160651208,-0.31824749960526955,-0.6882962101872856,0.10345683424888685,0.6694018045577288,0.849388183755962,0.1404578746280687,0.840095490475576,-0.38918843541074777,-0.8135707751767476,0.3834258655264149,-0.17629285363465574,0.1804719456489854,0.9536617792847966,0.7978839304320235,0.27977530430699926,-0.5130306331726615,-0.5394807479259776,-0.2185446552760959,0.9824234564055518,0.5217629708357789,0.2678086887290787,-0.22509454368658655,0.25430123487844924,-0.7279267814913422,-0.5515991383940573,0.561881192366172,-0.3970418278297072,-0.4173123583727667,-0.5247976503806859,-0.4625416311808117,-0.14718065626580112,-0.17337752690809172
-0.8338536255289224,0.2859096131428056,-0.22472828810756051,-0.03229298544500825,-0.026184797352610145,-0.20502885657849812,-0.48486537173262034,0.702520666144786,0.8133823325863472,0.3023367717891876,0.03523320168845179,0.909835646384441,-0.2503745945074003,0.18160176304772935,0.7031627076612472,0.08348926653890865,0.8234429819546893,-0.946041372464681,-0.8456287100344204,0.8281861113442115,0.4273031132230398,0.9872898167075037,0.7097123821591576,0.9331189900276515,-0.8830006664091499,0.6947564229194421,0.12267214426115847,0.5028775920321056,0.16049785175974152,0.7645698014893934,0.5845888720873018,0.8043367129321353,-0.48883519503879524
-0.6428959284485793,0.771781989144773,-0.08778755809246297,0.6406414874789617,0.6070651334287922,-0.9977195946889048,0.07250109122695525,-0.7470105339648105,0.09639442132356901,0.6022224585563756,-0.15413057682194675,-0.9188653847740409,-0.7869178355526747,-0.41107594378057444,0.2568968671454228,0.2856318543395877,-0.5158746282131554,-0.2589260145663672,0.34572456455902434,-0.9409119191226885,-0.223953404032591,0.5121371123676375,-0.6553285117904399,0.8993140061168454,-0.3013088386495142,-0.0800772247323569,-0.49548543455167704,-0.7107226418894632,0.2817712791371183,-0.5703963484132688,-0.09733581107683342,-0.09866460517306308,-0.5424852600158665
0.622763124156416,0.8571011668901851,-0.9338782072652938,-0.7378070148841684,0.5948455458186455,-0.9872058846784255,-0.6890149535225234,-0.07010861281896186,-0.09635674269413963,-0.8580089632448651,0.4359557662132747,-0.622799122798193,0.6915276556970555,0.4647646164163881,0.1534094098261214,0.3397875093099365,0.8776724497021811,-0.9037261839303175,0.6816430810109919,-0.24287196190265248,0.8813068914885804,0.03222174517235343,-0.6149767789235008,-0.32961672101732176,0.7676701116877427,0.8444756506494364,0.35591760399583205,0.9458818661427566,0.537005884195993,-0.5151609034266378,0.7379879013069002,-0.5082677695431732,-0.7370473504881552
-0.20089877440469994,-0.973692705291912,0.8753289891459111,0.6969864991133314,0.24341432361022108,-0.4346719367781309,0.5541259846315534,0.5825470260785768,0.8344258854584328,0.3456179358100786,-0.022451736651270426,-0.7988036769778415,-0.7743229859236587,0.7176571568182324,0.8776632026569999,0.4795166468607406,0.9782842798476981,0.47703925863502605,0.24123103331254203,0.6140377854723558,0.08652137292436213,-0.9555739499754476,-0.9339516661678056,-0.5918277622773496,0.7109827024437585,-0.46780057237621,-0.7968884170173327,-0.4845865497990858,0.993320896612963,-0.7410735363804895,0.9252674618080869,-0.9843096877462509,0.08569322835521631
-0.4994095166991275,-0.8224084758997459,0.7206131211777322,0.6197389343798125,0.9341336738073396,-0.2635561307022387,-0.681226001631231,-0.18394448668466867,-0.9378245135483072,0.3615148851063492,0.01451955408612493,0.87680719163864,-0.28405130423589164,0.8381849945684883,0.6446721352096112,-0.4301036164870795,-0.32830627670447576,-0.6030733287587211,0.18901614460580296,0.7210094909149407,-0.20258924461180516,0.09340801574497815,0.56623292024868,-0.567745355185661,0.9021152762372309,-0.06827671967031734,0.8043054971913448,-0.40477122260082576,0.4152514516039567,0.4237835407801911,0.5422799445272106,0.5659070932795764,0.269575111388602
0.31244672931019646,-0.2881020580424354,0.2839467305116803,-0.6775466168695734,-0.38790920303162957,0.29414751510464865,0.16894447856044703,-0.6926954040355604,0.1081155428658962,0.35614361814200524,0.1417087417698144,0.14156139598571538,0.3657861754343408,-0.5082733427567352,-0.619406098899185,-0.28984827524618906,-0.5918918579756609,-0.2088780638656147,-0.04817341923186835,0.4732687654167742,0.5227477907575706,0.4181748434912076,0.8468983384371136,-0.3121024401029897,-0.9366090202935458,0.3633857328425867,-0.19240642959287912,-0.29569358307651306,0.5747298853051632,0.4587676885011789,-0.07589494520667017,0.40773534860601224,0.3754418665679171
